"Ranch2","Block","Variety","Treatment","pctNOW","pctTwigborer","Year","pctTotReject"
3440,"24-2","NP","100%C",0.794748787328242,0.090594219380965,2013,1.40230958750541
3440,"24-2","NP","100%C",0.468929498622207,0.246105927849728,2013,0.861346564927074
3440,"24-2","NP","100%C",0.842434151974614,0.225060051962589,2013,1.58392784911699
3440,"24-2","NP","100%C",0.450994780060551,0.311150248410965,2013,0.990988516133212
3440,"24-2","NP","100%C",0.805723540034997,0.247407595592111,2013,1.36715856796638
3440,"24-2","NP","100%C",0.676976675480221,0.306535124982863,2013,1.35137026741131
3440,"24-2","NP","100%C",0.999075802696662,0.001,2013,1.08694626373142
3440,"24-2","NP","100%C",0.175030726865135,0.361063572824418,2013,0.825545581767917
3440,"24-2","NP","100%C",0.711370352693333,0.125869788559375,2013,1.0693304132302
3440,"24-2","NP","100%C",0.379541319307869,0.102524491768394,2013,0.679763744965835
3440,"24-2","NP","100%C",1.35746881799825,0.001,2013,1.58920723167689
3440,"24-2","NP","100%C",0.435714738212808,0.153432440672024,2013,0.588147178884832
3440,"24-2","NP","100%C",0.095681125275282,0.001,2013,0.19601485504461
3440,"24-2","NP","100%C",0.893876786146438,0.199575797238967,2013,1.50246160358385
3440,"24-2","NP","100%C",0.661936564293664,0.001,2013,0.957467991655475
3440,"24-3","NP","100%MD",0.462221810071434,0.097624680880887,2013,1.01749164286693
3440,"24-3","NP","100%MD",1.31500131400131,0.078142934285791,2013,1.97714483328769
3440,"24-3","NP","100%MD",0.322149462201088,0.090770125260934,2013,0.865827685612377
3440,"24-3","NP","100%MD",0.481759334696753,0.001,2013,0.610055814043982
3440,"24-3","NP","100%MD",2.02647221866803,0.001,2013,2.24638777109589
3440,"24-3","NP","100%MD",0.160365653868424,0.001,2013,0.210957924937765
3440,"24-3","NP","100%MD",1.31224457192,0.001,2013,1.69551125360231
3440,"24-3","NP","100%MD",0.634654879380365,0.11989771467402,2013,1.26970855540395
3440,"24-4","NP","100%MD",0.517665261398254,0.162529494140031,2013,0.718145130011768
3440,"24-4","NP","100%MD",0.805148687863135,0.293884825611494,2013,1.7518860408266
3440,"24-4","NP","100%MD",0.220369568657156,0.001,2013,0.316609121358359
3440,"24-4","NP","100%MD",0.673070159717657,0.231144244129179,2013,1.36595123512785
3440,"24-4","NP","100%MD",0.108683169683468,0.001,2013,0.108683169683468
3440,"24-4","NP","100%MD",0.097570453445386,0.001,2013,0.638129455048219
3440,"24-4","NP","100%MD",1.07170709138133,0.154506393029582,2013,1.41197959593025
3440,"24-4","NP","100%MD",0.383113566351134,0.001,2013,1.11985051442382
3440,"24-4","NP","100%MD",0.417825457317072,0.001,2013,0.417825457317072
3440,"24-4","NP","100%MD",0.295480647386256,0.001,2013,0.322965507808972
3440,"24-4","NP","100%MD",0.613031055783066,0.001,2013,0.649900396492889
3440,"24-4","NP","100%MD",0.105686867140814,0.122533029669221,2013,0.329500169303933
3440,"24-4","NP","100%MD",0.436805124889933,0.219459858001092,2013,0.922766849831137
3440,"24-4","NP","100%MD",0.110564226549604,0.109346846254608,2013,0.458734990918344
3440,"24-4","NP","100%MD",0.417472460537019,0.001,2013,1.37573888189423
3440,"24-4","NP","100%MD",0.237384789095004,0.130942515642868,2013,0.494505086005359
3440,"24-4","NP","100%MD",0.87069808367595,0.001,2013,0.945404726195927
3440,"24-4","NP","100%MD",0.399055498887931,0.001,2013,0.590975114423184
3440,"24-4","NP","100%MD",0.502033923707997,0.001,2013,0.502033923707997
3450,"01-3","NP","Conv",0.072829094506248,0.001,2013,0.420846115775957
3450,"01-3","NP","Conv",0.092861125406485,0.001,2013,0.254410001121339
3450,"01-3","NP","Conv",0.335797486353067,0.001,2013,0.962362061126678
3450,"01-3","NP","Conv",0.24416089990995,0.001,2013,0.688243482374601
3450,"01-3","NP","Conv",0.097849017224597,0.001,2013,0.371101601536854
3450,"01-3","NP","Conv",0.212988562364233,0.001,2013,0.613817510742581
3450,"01-3","NP","Conv",0.001,0.001,2013,0.066852096191953
3450,"01-3","NP","Conv",0.221301063056189,0.001,2013,0.846428865916488
3450,"01-3","NP","Conv",0.296948400629076,0.096361151313813,2013,0.852673730699227
3450,"01-3","NP","Conv",0.191589611035678,0.092526084395664,2013,0.367104337582658
3450,"01-3","NP","Conv",0.074834148678106,0.001,2013,0.694838712235348
3450,"01-3","NP","Conv",0.106926333938471,0.244281360364182,2013,1.23952328912674
3450,"02-1","NP","Conv",0.177558174937764,0.001,2013,0.482720452607973
3450,"02-1","NP","Conv",0.329895410853305,0.001,2013,0.713606723515493
3450,"02-1","NP","Conv",0.698359941463534,0.001,2013,1.1265227008646
3450,"02-1","NP","Conv",0.001,0.001,2013,0.353079921882428
3450,"02-1","NP","Conv",0.499699868371329,0.001,2013,1.11278964618799
3450,"02-1","NP","Conv",0.249844186999792,0.001,2013,1.39431745210432
3450,"02-1","NP","Conv",0.730105907841013,0.001,2013,1.61013461293192
3450,"02-1","NP","Conv",0.346531519865661,0.069367199117805,2013,1.08840801840076
3450,"02-1","NP","Conv",0.763439226981669,0.243782138673024,2013,1.95978695712363
3450,"02-1","NP","Conv",0.307769852889912,0.088648529397117,2013,0.600595621557555
3450,"02-1","NP","Conv",0.362411122499577,0.001,2013,0.94789714094889
3450,"02-1","NP","Conv",0.337026727565911,0.001,2013,1.42071292396598
3450,"02-1","NP","Conv",0.277212573196332,0.001,2013,1.12448368065969
3450,"02-1","NP","Conv",0.330730596012007,0.001,2013,1.1386175264118
3450,"02-2","NP","Conv",0.618493593503965,0.001,2013,1.56952387255022
3450,"02-2","NP","Conv",0.896988567074234,0.001,2013,1.55013911129657
3450,"02-2","NP","Conv",0.882190050261295,0.001,2013,1.72248098426574
3450,"02-2","NP","Conv",0.818610995015292,0.230721518236925,2013,2.10554552191248
3450,"02-2","NP","Conv",0.943849525950492,0.097755300697976,2013,1.53776238236254
3450,"02-3","NP","Conv",0.368180658391638,0.264583258345427,2013,0.86387454722035
3450,"02-3","NP","Conv",0.395202143431308,0.080574966841724,2013,0.826131194635721
3450,"02-3","NP","Conv",0.850284089085011,0.165521001550499,2013,1.47724250039907
3450,"02-3","NP","Conv",0.55644332054814,0.001,2013,0.745989853262191
3450,"02-3","NP","Conv",0.436424633675363,0.001,2013,0.695640636331599
3450,"02-3","NP","Conv",0.894744680977837,0.001,2013,1.12562872356378
3450,"02-4","NP","Conv",0.291769346855149,0.001,2013,0.39870518102915
3450,"02-4","NP","Conv",0.102544377149356,0.183779878868841,2013,0.393638258310845
3450,"02-4","NP","Conv",0.061644726213319,0.001,2013,0.300915736909505
3450,"02-4","NP","Conv",0.246888401491939,0.001,2013,0.927147753479365
3450,"02-4","NP","Conv",0.001,0.001,2013,0.253071815796644
3450,"02-4","NP","Conv",0.389222733970371,0.001,2013,0.721197287734807
3450,"02-4","NP","Conv",0.083324596505269,0.086450847005468,2013,0.820077631052415
3450,"02-4","NP","Conv",0.433779142546944,0.097312121318251,2013,0.879066352797557
3450,"02-4","NP","Conv",0.219403150733977,0.001,2013,0.219403150733977
3450,"02-4","NP","Conv",0.082437203772172,0.001,2013,0.820862186290626
3450,"02-4","NP","Conv",0.127735014301927,0.001,2013,0.264034935343621
3450,"02-4","NP","Conv",0.316352849915061,0.001,2013,0.545386489086948
3450,"02-4","NP","Conv",0.102541187528804,0.001,2013,0.539860620181266
3450,"02-4","NP","Conv",0.197715938939372,0.001,2013,0.40254387536078
3450,"02-4","NP","Conv",0.38537112457274,0.001,2013,0.764343778294738
3450,"02-4","NP","Conv",0.334280198753227,0.001,2013,0.382182857289624
3450,"02-4","NP","Conv",0.217006048169348,0.001,2013,0.838574472493392
3450,"11-1","NP","50%C",0.362174717468014,0.001,2013,0.435729881860978
3450,"11-1","NP","50%C",0.074694374689289,0.151376359163278,2013,0.552711940241431
3450,"11-1","NP","50%C",0.001,0.001,2013,0.104799298560975
3450,"11-1","NP","50%C",0.068194742683332,0.074727564888656,2013,0.330440891211338
3450,"11-1","NP","50%C",0.001,0.08388410782022,2013,0.318246067863602
3450,"11-1","NP","50%C",0.001,0.001,2013,0.141228495960144
3450,"11-1","NP","50%C",0.07285500694311,0.001,2013,0.824937412947659
3450,"11-1","NP","50%C",0.09288727269386,0.076347563608965,2013,0.350171636236666
3450,"11-1","NP","50%C",0.053174034026745,0.0966523957157,2013,0.201000463769191
3450,"11-1","NP","50%C",0.001,0.15998696684466,2013,0.37461937208495
3450,"11-1","NP","50%C",0.256544862238256,0.001,2013,0.638478338652111
3450,"11-1","NP","50%C",0.001,0.001,2013,0.471519610127235
3450,"11-1","NP","50%C",0.307307769981492,0.153673778768204,2013,0.576167254604745
3450,"11-1","NP","50%C",0.077531619239888,0.077531619239888,2013,0.349420266539491
3450,"11-1","NP","50%C",0.180020682921097,0.278287470828872,2013,0.995343141007395
3450,"11-2","NP","50%C",1.28980219844374,0.132616806918926,2013,1.73026240377639
3450,"11-2","NP","50%C",1.14835467646774,0.001,2013,1.392575587581
3450,"11-2","NP","50%C",0.688264922835615,0.370797369647589,2013,1.48484101783122
3450,"11-4","NP","50%MD",0.180537377063652,0.001,2013,0.180537377063652
3450,"11-4","NP","50%MD",0.164493630174763,0.086999539571696,2013,0.318536761495493
3450,"11-4","NP","50%MD",0.001,0.001,2013,0.153204597986751
3450,"11-4","NP","50%MD",0.622576810270183,0.001,2013,0.789844988449199
3450,"11-4","NP","50%MD",0.176599000224719,0.001,2013,0.252533703024597
3450,"11-4","NP","50%MD",0.291604996867449,0.001,2013,0.626014423409771
3450,"11-4","NP","50%MD",0.251874900720848,0.072387166871786,2013,0.470115668014594
3450,"11-4","NP","50%MD",0.782518806713744,0.246182370733723,2013,1.17378900667631
3450,"11-4","NP","50%MD",0.108307466796924,0.001,2013,0.392672253808773
3450,"11-4","NP","50%MD",2.01122182452567,0.081562325028701,2013,3.077713555858
3450,"11-4","NP","50%MD",0.545374186221303,0.001,2013,1.08671282865327
3450,"11-4","NP","50%MD",0.535660723916611,0.001,2013,1.0854974072457
3450,"11-4","NP","50%MD",0.45805497286958,0.001,2013,0.693169726097391
3450,"11-4","NP","50%MD",0.30090790170006,0.440422020528886,2013,0.87794588978119
3450,"11-4","NP","50%MD",0.249703407179505,0.001,2013,0.427893204660605
3450,"11-4","NP","50%MD",0.503252629477556,0.001,2013,0.558236075230888
3450,"12-1","NP","50%C",0.093489712061028,0.104794010201821,2013,0.980363284379561
3450,"12-1","NP","50%C",0.001,0.177237916687837,2013,0.577522972143721
3450,"12-1","NP","50%C",0.568369014256899,0.001,2013,1.60019741418156
3450,"12-1","NP","50%C",0.054737005720304,0.001,2013,0.588268705371897
3450,"12-1","NP","50%C",0.001,0.001,2013,0.493814760787713
3450,"12-1","NP","50%C",0.620904513023118,0.289763151535411,2013,2.11892495784845
3450,"12-1","NP","50%C",0.248760319581664,0.123839150044691,2013,0.880653235489521
3450,"12-1","NP","50%C",0.093639440172737,0.001,2013,1.02715995268262
3450,"12-1","NP","50%C",0.246485346746387,0.001,2013,0.504189421158883
3450,"12-2","NP","50%C",0.085058583789386,0.099768835952528,2013,0.291002114073382
3450,"12-2","NP","50%C",0.400076253151041,0.229207397635222,2013,0.750988130921784
3450,"12-2","NP","50%C",0.24609642751034,0.001,2013,0.314842986446166
3450,"12-2","NP","50%C",0.282229810359898,0.073207654011325,2013,0.686022612396914
3450,"12-2","NP","50%C",0.280321806653445,0.001,2013,0.280321806653445
3450,"12-2","NP","50%C",0.121976804132069,0.001,2013,0.341481108536647
3450,"12-2","NP","50%C",0.208797663056798,0.161156247624264,2013,0.876791126249141
3450,"12-2","NP","50%C",0.001,0.112127808602435,2013,0.41696464137425
3450,"12-2","NP","50%C",0.09198160648596,0.079125509917292,2013,0.296690221079369
3450,"12-2","NP","50%C",0.096925329350224,0.101869933955906,2013,0.19779526330613
3450,"12-2","NP","50%C",0.190273158807708,0.001,2013,0.602157362349482
3450,"12-2","NP","50%C",0.346659444988105,0.001,2013,0.539017949684875
3450,"12-2","NP","50%C",0.358244782914254,0.185677387777708,2013,0.705397905294206
3450,"12-2","NP","50%C",0.38809655702858,0.118811995617394,2013,0.903824578659824
3450,"12-2","NP","50%C",0.1070216502906,0.001,2013,0.22308745692452
3450,"12-2","NP","50%C",0.13187279164652,0.001,2013,0.13187279164652
3450,"12-2","NP","50%C",0.148545717772748,0.095609467884816,2013,0.545004440337691
3450,"12-2","NP","50%C",0.001,0.001,2013,0.059911550198532
3450,"12-2","NP","50%C",0.084191497688331,0.001,2013,0.21776657848368
3450,"12-3","NP","50%MD",0.520914747398584,0.001,2013,1.14928482920075
3450,"12-3","NP","50%MD",0.187366249919258,0.087829730076018,2013,0.301727357824258
3450,"12-3","NP","50%MD",0.212544191581621,0.001,2013,0.74027943547407
3450,"12-3","NP","50%MD",0.238574893085299,0.001,2013,0.546942304817229
3450,"12-3","NP","50%MD",0.059988268768653,0.135945765539247,2013,0.960973469824104
3450,"12-3","NP","50%MD",0.001,0.098939355950795,2013,0.178889850604506
3450,"12-3","NP","50%MD",0.214153369902148,0.001,2013,0.9904526800396
3450,"12-3","NP","50%MD",0.166688841281957,0.196915859623936,2013,0.635767385181552
3450,"12-3","NP","50%MD",0.001,0.181318059717927,2013,0.311488493360455
3450,"12-3","NP","50%MD",0.086672453922991,0.074855563726716,2013,0.160528017649706
3450,"12-3","NP","50%MD",0.001,0.001,2013,0.38298100649125
3450,"12-3","NP","50%MD",0.085406824010365,0.001,2013,0.331593394040596
3450,"12-3","NP","50%MD",0.001,0.001,2013,0.204384315001627
3450,"12-3","NP","50%MD",0.241089582224919,0.256180927393343,2013,0.83651174614272
3450,"12-3","NP","50%MD",0.001,0.052080329318812,2013,0.356597677180963
3450,"12-3","NP","50%MD",0.084274678308971,0.269750098178953,2013,0.688962399211617
3450,"12-3","NP","50%MD",0.875011274745444,0.120469167051536,2013,1.5902543143303
3450,"12-4","NP","50%MD",0.336505328481263,0.001,2013,0.473990692446061
3450,"12-4","NP","50%MD",0.001,0.100988722202263,2013,0.204465423086001
3450,"12-4","NP","50%MD",0.149366171335067,0.001,2013,0.276213584995583
3450,"12-4","NP","50%MD",0.244664201067461,0.105427514743198,2013,0.45503267279651
3450,"12-4","NP","50%MD",0.001,0.091339050461106,2013,0.253720634834235
3450,"12-4","NP","50%MD",0.097411184843954,0.001,2013,0.238119400562156
3450,"12-4","NP","50%MD",0.094136478764637,0.170116237756842,2013,0.339232475513683
3450,"12-4","NP","50%MD",0.001,0.126533517449159,2013,0.774893442736026
3450,"12-4","NP","50%MD",0.239986391796203,0.048797278359241,2013,0.670161897029369
3450,"12-4","NP","50%MD",0.102494500251105,0.001,2013,0.257868796931808
3450,"12-4","NP","50%MD",0.112117284293572,0.140463530286831,2013,0.52030322659649
3450,"12-4","NP","50%MD",0.227710799702343,0.094351505759788,2013,1.02786656335767
3450,"12-4","NP","50%MD",0.094486776295493,0.001,2013,0.49128620457192
3450,"12-4","NP","50%MD",0.134512293751321,0.001,2013,0.323654709899025
3450,"12-4","NP","50%MD",0.087759306122814,0.001,2013,0.328858851558846
3450,"12-4","NP","50%MD",0.001,0.194636216842806,2013,1.0304445200513
3450,"12-4","NP","50%MD",0.001,0.001,2013,0.303863160006018
3450,"12-4","NP","50%MD",0.001,0.164633090974545,2013,0.508457383319867
3450,"12-4","NP","50%MD",0.107891716707418,0.001,2013,0.443994537282286
3460,"25-3,4","NP","50%MD",1.63514684399758,0.217340953342469,2013,2.43226023756298
3460,"25-3,4","NP","50%MD",2.50306848385178,0.084353538035974,2013,2.58642202188776
3460,"25-3,4","NP","50%MD",0.253368053569326,0.103939600798015,2013,0.578790017382403
3460,"25-3,4","NP","50%MD",1.16521448722563,0.001,2013,1.33781285785304
3460,"25-3,4","NP","50%MD",1.81445447209207,0.471994425390579,2013,3.30677638141784
3460,"25-3,4","NP","50%MD",1.48059734392084,0.096457893156183,2013,2.00683957542287
3460,"25-3,4","NP","50%MD",2.03753395153506,0.001,2013,2.10249132506306
3460,"25-3,4","NP","50%MD",1.07010030853443,0.001,2013,1.07010030853443
3460,"25-3,4","NP","50%MD",0.282110524824133,0.001,2013,0.39616766399458
3460,"25-3,4","NP","50%MD",1.80635872819812,0.001,2013,1.80635872819812
3460,"25-3,4","NP","50%MD",2.60024821743864,0.001,2013,2.92433030710238
3460,"25-3,4","NP","50%MD",1.81048097373261,0.095945310397196,2013,2.01030773166159
3460,"25-3,4","NP","50%MD",1.85899338518277,0.001,2013,1.85899338518277
3460,"25-3,4","NP","50%MD",1.35424613567639,0.001,2013,1.57708282948082
3460,"25-3,4","NP","50%MD",1.25261519644702,0.097640721382915,2013,1.5767151766946
3460,"25-3,4","NP","50%MD",0.674591343240407,0.214894794958796,2013,1.35409138247415
3460,"25-3,4","NP","50%MD",1.10768173975129,0.001,2013,1.51227506396144
3460,"25-3,4","NP","50%MD",1.01192398933445,0.103174243868524,2013,1.24632372526812
3460,"25-3,4","NP","50%MD",0.289890151445847,0.106926388863477,2013,0.635354624216506
3460,"30-1","NP","50%C",0.001,0.001,2013,0.724715119192864
3460,"30-1","NP","50%C",0.31740563202025,0.134034186190333,2013,0.751564496411673
3460,"30-1","NP","50%C",0.241131205299228,0.085693578632508,2013,0.883806007863551
3460,"30-1","NP","50%C",0.298802589145345,0.001,2013,0.639148405311452
3460,"30-1","NP","50%C",0.190975247286054,0.134079107235917,2013,0.571890083214946
3460,"30-1","NP","50%C",0.171662184445621,0.001,2013,0.171662184445621
3460,"30-1","NP","50%C",0.303902801102358,0.198583148994929,2013,1.02982503133042
3460,"30-1","NP","50%C",0.332804536132058,0.090452006606135,2013,0.634445023524838
3460,"30-1","NP","50%C",0.053133036925007,0.099778385752644,2013,0.242458276284242
3460,"30-1","NP","50%C",0.090523605664812,0.001,2013,0.209217824411416
3460,"30-1","NP","50%C",0.001,0.105916338896479,2013,0.260744334161187
3460,"30-1","NP","50%C",0.119121379235684,0.001,2013,0.310638566928492
3460,"30-1","NP","50%C",0.254805779538854,0.216680447848468,2013,0.563076318635401
3460,"30-1","NP","50%C",0.380876443892767,0.11899976731274,2013,1.03608567818192
3460,"30-1","NP","50%C",0.136293562919812,0.001,2013,0.136293562919812
3460,"30-3","NP","50%MD",0.500311565629033,0.001,2013,0.884485076170093
3460,"30-3","NP","50%MD",0.754118528941446,0.001,2013,1.15540705854159
3460,"30-3","NP","50%MD",0.626803984285369,0.001,2013,0.757848408345126
3460,"30-3","NP","50%MD",0.492961439127454,0.001,2013,0.506317858289284
3460,"30-3","NP","50%MD",0.309331594026905,0.001,2013,0.61879260781215
3460,"30-3","NP","50%MD",0.370217641492406,0.092164849751211,2013,0.503926087794182
3460,"30-3","NP","50%MD",0.960400476537969,0.364125040700824,2013,1.50843789958829
3460,"30-3","NP","50%MD",0.464238404807857,0.001,2013,0.849340211214388
3460,"30-3","NP","50%MD",0.001,0.001,2013,0.843445333992099
3460,"30-3","NP","50%MD",1.04204691842305,0.319820618767058,2013,2.37849089994863
3460,"30-3","NP","50%MD",0.590374896013401,0.001,2013,0.590374896013401
3460,"30-3","NP","50%MD",0.001,0.001,2013,0.21112471300688
3460,"30-3","NP","50%MD",1.22683230556441,0.001,2013,1.82750453990092
3460,"30-3","NP","50%MD",1.10998183087368,0.001,2013,2.01481617506634
3460,"30-3","NP","50%MD",0.776211604056367,0.001,2013,0.966254660429973
3460,"30-3","NP","50%MD",0.461804584731625,0.339753640667573,2013,1.09696766098332
3460,"30-3","NP","50%MD",0.628982285351117,0.001,2013,1.06150823690821
3460,"30-3","NP","50%MD",1.54453551694763,0.001,2013,2.36235813261789
3460,"30-3","NP","50%MD",0.697779503079588,0.307523171955613,2013,1.24503550764424
3460,"30-3","NP","50%MD",0.524625900661544,0.434647225607531,2013,1.1832198139041
3460,"30-4","NP","50%MD",0.001,0.116579362569308,2013,0.605164849794111
3460,"30-4","NP","50%MD",0.76010469339637,0.262331123956127,2013,1.44039523829804
3460,"30-4","NP","50%MD",1.16624855917016,0.330765342245154,2013,1.72789836469017
3460,"30-4","NP","50%MD",0.107517273004863,0.186722424726428,2013,0.98423636619874
3460,"30-4","NP","50%MD",0.621952150763841,0.2265476422057,2013,1.62438611612251
3460,"30-4","NP","50%MD",1.13698976323187,0.001,2013,1.20843566029047
3460,"30-4","NP","50%MD",0.415845781080884,0.112208658181321,2013,1.00812560105781
3460,"30-4","NP","50%MD",0.888548441896269,0.078023563048408,2013,1.19190278251769
3460,"30-4","NP","50%MD",0.971855914887704,0.097986625544337,2013,1.51418929038053
3460,"30-4","NP","50%MD",0.42582931951052,0.580892021131861,2013,1.02696280661791
3450,"11-1","PR","50%C",0.001,0.001,2013,0.388018743791599
3450,"11-1","PR","50%C",0.001,0.001,2013,0.475704910983612
3450,"11-1","PR","50%C",0.001,0.001,2013,0.069877852361012
3450,"11-1","PR","50%C",0.001,0.001,2013,0.001
3450,"11-1","PR","50%C",0.072573687079124,0.001,2013,0.117307241503577
3450,"11-1","PR","50%C",0.001,0.001,2013,0.463271327126783
3450,"11-1","PR","50%C",0.001,0.001,2013,0.183297126085807
3450,"11-1","PR","50%C",0.001,0.001,2013,0.119707324716764
3450,"11-1","PR","50%C",0.147380679907441,0.1512328030629,2013,0.393916561856816
3450,"11-1","PR","50%C",0.001,0.001,2013,0.369227156025123
3450,"11-1","PR","50%C",0.130901525138955,0.001,2013,0.301991338736604
3450,"11-2","PR","50%C",0.459957124420737,0.001,2013,0.653305019389473
3450,"11-2","PR","50%C",0.001,0.001,2013,0.214671840861832
3450,"12-1","PR","50%C",0.051152919385765,0.001,2013,0.283110171544926
3450,"12-1","PR","50%C",0.001,0.001,2013,0.001
3450,"12-1","PR","50%C",0.001,0.001,2013,0.187841278334055
3450,"12-1","PR","50%C",0.001,0.001,2013,1.65971707149449
3450,"12-1","PR","50%C",0.001,0.001,2013,0.338725620580761
3450,"12-1","PR","50%C",0.001,0.001,2013,0.637609452733853
3450,"12-2","PR","50%C",0.076762654429544,0.001,2013,0.354559054004538
3450,"12-2","PR","50%C",0.001,0.001,2013,0.546702744800851
3450,"12-2","PR","50%C",0.001,0.001,2013,0.747052157981844
3450,"12-2","PR","50%C",0.001,0.001,2013,0.001
3450,"12-2","PR","50%C",0.001,0.001,2013,0.839691641039977
3450,"12-2","PR","50%C",0.147469149164567,0.001,2013,0.36910009855832
3450,"12-2","PR","50%C",0.001,0.001,2013,0.159451268492434
3450,"12-2","PR","50%C",0.066338566426791,0.001,2013,0.494418829223012
3450,"12-2","PR","50%C",0.001,0.001,2013,0.1249433826628
3450,"12-2","PR","50%C",0.001,0.001,2013,0.817195939261963
3450,"12-2","PR","50%C",0.001,0.001,2013,0.13076608493169
3460,"30-2","RY","50%C",0.001,0.001,2013,1.60637662221063
3460,"30-2","RY","50%C",0.319292454596517,0.001,2013,1.34438138925295
3460,"30-2","RY","50%C",0.061536535312474,0.001,2013,1.64629654902832
3460,"30-2","RY","50%C",0.101185383032764,0.001,2013,0.814505310226042
3460,"30-2","RY","50%C",0.001,0.001,2013,1.24165643851997
3460,"30-2","RY","50%C",0.302238435653989,0.001,2013,2.07510070450287
3460,"30-2","RY","50%C",0.001,0.001,2013,0.108618343960645
3460,"30-2","RY","50%C",0.164685171578434,0.001,2013,0.299790392563809
3460,"30-2","RY","50%C",0.442699057930915,0.001,2013,1.37193386848369
3450,"01-3","WD","Conv",0.001,0.001,2013,0.580846161835467
3450,"01-3","WD","Conv",0.001,0.001,2013,0.249497245604215
3450,"01-3","WD","Conv",0.285056429100806,0.001,2013,0.386915047616752
3450,"01-3","WD","Conv",0.001,0.001,2013,0.351365104602106
3450,"01-3","WD","Conv",0.137377866620516,0.001,2013,0.453581415776047
3450,"01-3","WD","Conv",0.128151684648564,0.001,2013,0.852916287145378
3450,"01-3","WD","Conv",0.141917455528108,0.001,2013,0.141917455528108
3450,"01-3","WD","Conv",0.001,0.001,2013,0.137238649919426
3450,"02-3","WD","Conv",0.106521642072256,0.001,2013,0.134290495249166
3450,"02-3","WD","Conv",0.193469317183018,0.001,2013,0.752072795214192
3450,"02-4","WD","Conv",0.001,0.001,2013,0.775918350066529
3450,"02-4","WD","Conv",0.760646700348311,0.001,2013,1.02180911801442
3450,"02-4","WD","Conv",0.001,0.001,2013,0.092425989988854
3450,"02-4","WD","Conv",0.119490301293281,0.001,2013,1.00541197259071
3450,"02-4","WD","Conv",0.001,0.001,2013,1.79605870785303
3450,"02-4","WD","Conv",0.001,0.001,2013,0.634810259082132
3450,"02-4","WD","Conv",0.11171050310543,0.001,2013,0.156521897219533
3450,"02-4","WD","Conv",0.001,0.001,2013,0.032552834906523
3460,"30-1","WD","50%C",0.001,0.001,2013,0.596842613378991
3460,"30-1","WD","50%C",0.001,0.001,2013,0.24764763778193
3460,"30-1","WD","50%C",0.001,0.001,2013,0.999533807553082
3460,"30-1","WD","50%C",0.001,0.001,2013,0.001
3460,"30-1","WD","50%C",0.001,0.001,2013,0.14678916170238
3460,"30-1","WD","50%C",0.001,0.001,2013,0.157077468581418
3460,"30-1","WD","50%C",0.130052147822066,0.001,2013,0.235205749751156
3440,"13-1","BU","100%MD",1.11,0,2014,0.015
3440,"13-1","BU","100%MD",0.31,0.0011,2014,0.006
3440,"13-1","BU","100%MD",0.48,0.0017,2014,0.01
3440,"13-1","BU","100%MD",0.22,0.0029,2014,0.008
3440,"13-1","BU","100%MD",0.33,0,2014,0.004
3440,"13-1","BU","100%MD",0.33,0.0019,2014,0.006
3440,"13-2","BU","100%MD",0.28,0.001,2014,0.007
3440,"13-2","BU","100%MD",0.61,0,2014,0.007
3440,"13-2","BU","100%MD",0.5,0,2014,0.008
3440,"13-2","BU","100%MD",0.34,0.001,2014,0.005
3440,"13-2","BU","100%MD",0.49,0,2014,0.007
3440,"13-2","BU","100%MD",0.37,0,2014,0.008
3440,"14-1","BU","100%MD",0,0,2014,0
3440,"14-1","BU","100%MD",0.62,0.002,2014,0.009
3440,"14-1","BU","100%MD",0.47,0,2014,0.007
3440,"14-1","BU","100%MD",1,0.0038,2014,0.019
3460,"25-1,2","BU","Conv",0.36,0,2014,0.008
3460,"25-1,2","BU","Conv",1.15,0,2014,0.012
3460,"25-1,2","BU","Conv",1.94,0,2014,0.021
3460,"25-1,2","BU","Conv",1.08,0,2014,0.014
3460,"25-1,2","BU","Conv",0.52,0.0031,2014,0.012
3460,"25-1,2","BU","Conv",2.68,0,2014,0.029
3460,"25-1,2","BU","Conv",1.72,0,2014,0.021
3460,"25-1,2","BU","Conv",1.13,0,2014,0.012
3460,"25-1,2","BU","Conv",0.14,0,2014,0.001
3460,"25-1,2","BU","Conv",1.04,0,2014,0.01
3460,"25-1,2","BU","Conv",1.18,0,2014,0.012
3460,"25-1,2","BU","Conv",0.93,0,2014,0.011
3460,"25-1,2","BU","Conv",0.35,0,2014,0.003
3460,"25-1,2","BU","Conv",0.57,0,2014,0.006
3460,"25-1,2","BU","Conv",0.25,0,2014,0.003
3460,"25-1,2","BU","Conv",0.87,0,2014,0.014
3460,"30-2","BU","Conv",0.62,0,2014,0.008
3460,"30-2","BU","Conv",0.39,0,2014,0.007
3460,"30-2","BU","Conv",0.49,0,2014,0.005
3460,"30-2","BU","Conv",0.37,0,2014,0.004
3460,"30-2","BU","Conv",2.69,0,2014,0.029
3460,"30-2","BU","Conv",0.86,0,2014,0.016
3460,"30-2","BU","Conv",0.73,0,2014,0.01
3460,"30-2","BU","Conv",0.93,0,2014,0.012
3460,"30-2","BU","Conv",0.71,0,2014,0.01
3460,"30-2","BU","Conv",0.4,0.0136,2014,0.023
3460,"30-2","BU","Conv",1.2,0,2014,0.015
3460,"30-2","BU","Conv",0.74,0,2014,0.01
3460,"30-2","BU","Conv",0.56,0,2014,0.006
3460,"30-2","BU","Conv",1.63,0,2014,0.022
