"date","type","plot","treatment","variety","ranch","block","position","tot_nuts","inf_now","dmg_now","sample_id"
2010-10-08,"MD","Interior","1MD","Fr",344,24.1,NA,567,5,0,51
2010-10-10,"CMD","Interior","1CMD","Fr",344,24.4,NA,556,1,0,52
2010-10-10,"MD","Interior","2MD","Fr",346,25.1,NA,595,1,0,53
2010-10-11,"CMD","Interior","2CMD","Fr",346,25.4,NA,530,1,1,54
2010-10-10,"MD","Interior","2MD","Fr",346,30.2,NA,652,0,0,55
2010-10-11,"CMD","Interior","2CMD","Fr",346,30.3,NA,508,1,1,56
2010-09-24,"MD","Interior","2MD","WC",346,30.1,NA,340,4,1,57
2010-10-11,"CMD","Interior","2CMD","Fr",346,30.4,NA,544,0,0,58
2010-09-18,"MD","Edge","2MD","WC",345,11.1,NA,589,6,2,59
2010-09-18,"MD","Edge","2MD","WC",345,12.2,NA,699,0,0,60
2010-09-20,"Conv","Edge","Conv","Mo",345,2.1,NA,499,1,1,1
2010-09-20,"Conv","Edge","Conv","Mo",345,1.2,NA,524,2,2,2
2010-09-20,"Conv","Edge","Conv","Mo",345,1.2,NA,544,4,4,3
2010-10-06,"CMD","Edge","2CMD","Mo",345,12.4,NA,530,7,0,7
2010-09-20,"MD","Edge","1MD","Bu",344,13.1,NA,529,0,1,8
2010-10-08,"CMD","Edge","1CMD","Fr",344,13.4,NA,549,15,15,9
2010-10-05,"MD","Edge","1MD","Mo",344,24.1,NA,613,7,4,10
2010-10-10,"CMD","Edge","1CMD","Mo",344,24.4,NA,556,3,1,11
2010-09-24,"MD","Edge","2MD","Bu",346,30.2,NA,446,0,0,12
2010-10-10,"MD","Edge","2MD","Mo",346,30.1,NA,620,3,3,13
2010-10-10,"MD","Edge","2MD","Mo",346,30.1,NA,607,3,0,14
2010-10-11,"CMD","Edge","2CMD","Mo",346,30.4,NA,594,8,4,15
2010-10-11,"CMD","Edge","2CMD","Mo",346,30.4,NA,581,0,0,16
2010-10-11,"CMD","Edge","2CMD","Mo",346,30.3,NA,731,3,0,17
2010-10-11,"CMD","Edge","2CMD","Mo",346,25.4,NA,769,2,2,18
2010-10-10,"CMD","Edge","2CMD","Mo",346,25.4,NA,631,4,1,19
2010-09-24,"MD","Edge","2MD","Bu",346,25.1,NA,494,11,4,20
2010-10-10,"CMD","Edge","1CMD","Mo",344,24.3,NA,536,3,3,21
2010-10-08,"MD","Edge","1MD","Mo",344,24.2,NA,515,9,9,22
2010-10-08,"CMD","Edge","1CMD","Fr",344,14.4,NA,489,33,30,23
2010-09-25,"MD","Edge","1MD","Bu",344,14.1,NA,493,3,1,24
2010-10-06,"CMD","Edge","2CMD","Mo",345,11.3,NA,451,16,8,25
2010-10-06,"MD","Edge","2MD","Mo",345,11.2,NA,435,19,18,26
2010-10-05,"Conv","Edge","Conv","Mo",345,2.3,NA,539,8,7,27
2010-09-20,"Conv","Edge","Conv","Mo",345,2.2,NA,530,0,0,28
2010-09-20,"Conv","Interior","Conv","Mo",345,2.2,NA,469,1,0,29
2010-10-05,"Conv","Interior","Conv","Mo",345,2.3,NA,550,3,0,30
2010-09-20,"Conv","Interior","Conv","Mo",345,2.1,NA,562,3,2,31
2010-10-05,"Conv","Interior","Conv","Mo",345,2.4,NA,456,0,0,32
2010-10-06,"MD","Interior","2MD","Mo",345,11.1,NA,487,43,37,33
2010-10-06,"CMD","Interior","2CMD","Mo",345,11.3,NA,580,0,0,34
2010-09-25,"MD","Interior","1MD","Bu",344,14.1,NA,488,3,1,35
2010-10-08,"CMD","Interior","1CMD","Fr",344,14.4,NA,478,9,2,36
2010-09-20,"Conv","Interior","Conv","Mo",345,1.2,NA,531,0,0,37
2010-10-05,"Conv","Interior","Conv","Mo",345,1.3,NA,481,1,1,38
2010-10-06,"MD","Interior","2MD","Mo",345,12.2,NA,539,9,9,39
2010-10-06,"CMD","Interior","2CMD","Mo",345,12.3,NA,607,1,1,40
2010-09-18,"MD","Interior","1MD","Bu",344,13.2,NA,488,0,0,41
2010-10-08,"CMD","Interior","1CMD","Fr",344,13.3,NA,433,1,1,42
2010-10-08,"MD","Interior","1MD","Mo",344,24.2,NA,490,4,2,43
2010-10-10,"CMD","Interior","1CMD","Mo",344,24.3,NA,574,3,1,44
2010-10-06,"MD","Interior","2MD","Mo",345,12.1,NA,515,5,4,47
2010-10-06,"CMD","Interior","2CMD","Mo",345,12.4,NA,667,2,0,48
2010-09-18,"MD","Interior","1MD","Bu",344,13.1,NA,521,1,0,49
2010-10-08,"CMD","Interior","1CMD","Fr",344,13.4,NA,473,4,0,50
2010-10-08,"MD","Interior","1MD","Mo",344,24.1,NA,478,2,0,51
2010-10-10,"CMD","Interior","1CMD","Mo",344,24.4,NA,669,1,1,52
2010-09-24,"MD","Interior","2MD","Bu",346,25.1,NA,413,1,1,53
2010-10-11,"CMD","Interior","2CMD","Mo",346,25.4,NA,465,1,1,54
2010-09-24,"MD","Interior","2MD","Bu",346,30.2,NA,387,0,0,55
2010-10-11,"CMD","Interior","2CMD","Mo",346,30.3,NA,591,0,0,56
2010-10-10,"MD","Interior","2MD","Mo",346,30.1,NA,632,9,4,57
2010-10-11,"CMD","Interior","2CMD","Mo",346,30.4,NA,473,1,1,58
2010-10-06,"MD","Edge","2MD","Mo",345,11.1,NA,486,0,0,59
2010-10-06,"MD","Edge","2MD","Mo",345,12.2,NA,534,7,5,60
2010-10-10,"MD","Edge","2MD","Ru",346,30.2,NA,582,1,1,12
2010-10-10,"MD","Interior","2MD","Ru",346,30.2,NA,594,1,0,55
2010-10-10,"MD","Edge","2MD","Mi",346,25.1,NA,628,1,1,20
2010-10-10,"MD","Interior","2MD","Mi",346,25.1,NA,606,1,0,53
2010-10-05,"Conv","Edge","Conv","Mo",345,1.2,NA,620,4,4,2
2010-10-05,"Conv","Edge","Conv","Mo",345,2.1,NA,693,4,3,1
2010-10-05,"CMD","Edge","2CMD","Mo",345,11.3,NA,733,0,0,25
2010-10-05,"Conv","Interior","Conv","Mo",345,2.2,NA,674,0,0,29
2010-10-05,"Conv","Interior","Conv","Mo",345,2.1,NA,587,1,1,31
2010-10-05,"Conv","Interior","Conv","Mo",345,1.2,NA,682,0,0,37
2010-10-05,"Conv","Edge","Conv","Mo",345,1.2,NA,893,5,4,3
2011-08-30,"Conv","Edge","Conv","NP",345,2.1,NA,566,0,0,1
2011-08-30,"Conv","Edge","Conv","NP",345,1.2,NA,616,0,0,2
2011-08-30,"Conv","Edge","Conv","NP",345,1.2,NA,553,0,0,3
2011-08-30,"MD","Edge","1MD","NP",345,12.4,NA,544,5,1,7
2011-09-01,"CMD","Edge","2CMD","NP",344,13.1,NA,606,0,0,8
2011-09-01,"MD","Edge","2MD","NP",344,13.4,NA,666,1,1,9
2011-09-01,"CMD","Edge","2CMD","NP",344,24.1,NA,661,0,0,10
2011-09-01,"MD","Edge","2MD","NP",344,24.4,NA,783,0,0,11
2011-09-03,"CMD","Edge","1CMD","NP",346,30.1,NA,485,1,0,13
2011-09-03,"CMD","Edge","1CMD","NP",346,30.1,NA,601,2,2,14
2011-09-03,"MD","Edge","1MD","NP",346,30.4,NA,687,3,1,15
2011-09-03,"MD","Edge","1MD","NP",346,30.4,NA,676,2,2,16
2011-09-03,"MD","Edge","1MD","NP",346,30.3,NA,693,9,3,17
2011-09-03,"MD","Edge","1MD","NP",346,25.4,NA,728,17,15,18
2011-09-03,"MD","Edge","1MD","NP",346,25.4,NA,625,51,13,19
2011-09-01,"MD","Edge","2MD","NP",344,24.3,NA,623,12,8,21
2011-09-01,"CMD","Edge","2CMD","NP",344,24.2,NA,624,1,1,22
2011-09-01,"MD","Edge","2MD","NP",344,14.4,NA,658,13,2,23
2011-09-01,"CMD","Edge","2CMD","NP",344,14.1,NA,503,9,7,24
2011-08-30,"MD","Edge","1MD","NP",345,11.3,NA,661,27,11,25
2011-08-30,"CMD","Edge","1CMD","NP",345,11.2,NA,545,1,1,26
2011-08-30,"Conv","Edge","Conv","NP",345,2.3,NA,557,13,8,27
2011-08-30,"Conv","Edge","Conv","NP",345,2.2,NA,554,4,4,28
2011-08-30,"Conv","Interior","Conv","NP",345,2.2,NA,558,0,0,29
2011-08-30,"Conv","Interior","Conv","NP",345,2.3,NA,577,1,1,30
2011-08-30,"Conv","Interior","Conv","NP",345,2.1,NA,538,1,0,31
2011-08-30,"Conv","Interior","Conv","NP",345,2.4,NA,599,0,0,32
2011-08-30,"CMD","Interior","1CMD","NP",345,11.1,NA,689,4,4,33
2011-08-30,"MD","Interior","1MD","NP",345,11.3,NA,612,3,1,34
2011-09-01,"CMD","Interior","2CMD","NP",344,14.1,NA,646,0,0,35
2011-09-01,"MD","Interior","2MD","NP",344,14.4,NA,596,13,1,36
2011-08-30,"Conv","Interior","Conv","NP",345,1.2,NA,534,0,0,37
2011-08-30,"Conv","Interior","Conv","NP",345,1.3,NA,580,1,0,38
2011-08-30,"CMD","Interior","1CMD","NP",345,12.2,NA,772,0,0,39
2011-08-30,"MD","Interior","1MD","NP",345,12.3,NA,734,3,1,40
2011-09-01,"CMD","Interior","2CMD","NP",344,13.2,NA,576,1,1,41
2011-09-01,"MD","Interior","2MD","NP",344,13.3,NA,622,5,0,42
2011-09-01,"CMD","Interior","2CMD","NP",344,24.2,NA,531,10,1,43
2011-09-01,"MD","Interior","2MD","NP",344,24.3,NA,653,0,0,44
2011-08-30,"CMD","Interior","1CMD","NP",345,12.1,NA,662,4,4,47
2011-08-30,"MD","Interior","1MD","NP",345,12.4,NA,641,1,0,48
2011-09-01,"CMD","Interior","2CMD","NP",344,13.1,NA,623,2,2,49
2011-09-01,"MD","Interior","2MD","NP",344,13.4,NA,600,0,0,50
2011-09-01,"CMD","Interior","2CMD","NP",344,24.1,NA,536,9,3,51
2011-09-01,"MD","Interior","2MD","NP",344,24.4,NA,658,0,0,52
2011-09-03,"MD","Interior","1MD","NP",346,25.4,NA,715,17,16,54
2011-09-03,"MD","Interior","1MD","NP",346,30.3,NA,653,2,1,56
2011-09-03,"CMD","Interior","1CMD","NP",346,30.1,NA,637,0,0,57
2011-09-03,"MD","Interior","1MD","NP",346,30.4,NA,762,3,3,58
2011-08-30,"CMD","Edge","1CMD","NP",345,11.1,NA,598,0,0,59
2011-08-30,"CMD","Edge","1CMD","NP",345,12.2,NA,669,0,0,60
2011-10-15,"Conv","Edge","Conv","Fr",345,2.1,NA,612,1,1,1
2011-10-15,"Conv","Edge","Conv","Fr",345,1.2,NA,677,5,5,2
2011-10-15,"Conv","Edge","Conv","Fr",345,1.2,NA,657,3,3,3
2011-09-26,"MD","Edge","1MD","Ca",345,12.4,NA,646,2,0,7
2011-10-15,"CMD","Edge","2CMD","Fr",344,13.1,NA,478,12,8,8
2011-10-15,"MD","Edge","2MD","Ca",344,13.4,NA,526,12,2,9
2011-10-15,"CMD","Edge","2CMD","Fr",344,24.1,NA,655,0,0,10
2011-10-15,"MD","Edge","2MD","Fr",344,24.4,NA,644,4,1,11
2011-09-26,"CMD","Edge","1CMD","Fr",346,30.2,NA,594,0,0,12
2011-09-26,"CMD","Edge","1CMD","WC",346,30.1,NA,616,1,0,13
2011-09-26,"CMD","Edge","1CMD","WC",346,30.1,NA,625,4,0,14
2011-10-15,"MD","Edge","1MD","Fr",346,30.4,NA,567,15,1,15
2011-10-15,"MD","Edge","1MD","Fr",346,30.4,NA,634,4,1,16
2011-10-15,"MD","Edge","1MD","Fr",346,30.3,NA,365,4,0,17
2011-10-15,"MD","Edge","1MD","Fr",346,25.4,NA,540,133,118,18
2011-10-15,"MD","Edge","1MD","Fr",346,25.4,NA,581,180,172,19
2011-10-15,"CMD","Edge","1CMD","Fr",346,25.1,NA,445,7,4,20
2011-10-15,"MD","Edge","2MD","Fr",344,24.3,NA,578,28,17,21
2011-10-15,"CMD","Edge","2CMD","Fr",344,24.2,NA,610,52,47,22
2011-10-15,"MD","Edge","2MD","Fr",344,14.4,NA,466,75,56,23
2011-10-15,"CMD","Edge","2CMD","Fr",344,14.1,NA,495,51,48,24
2011-09-26,"MD","Edge","1MD","Ca",345,11.3,NA,624,4,2,25
2011-09-26,"CMD","Edge","1CMD","Pr",345,11.2,NA,588,2,0,26
2011-09-26,"Conv","Edge","Conv","WC",345,2.3,NA,540,5,0,27
2011-10-15,"Conv","Edge","Conv","Fr",345,2.2,NA,450,22,21,28
2011-10-15,"Conv","Interior","Conv","Fr",345,2.2,NA,588,16,12,29
2011-09-26,"Conv","Interior","Conv","WC",345,2.3,NA,589,6,3,30
2011-10-15,"Conv","Interior","Conv","Fr",345,2.1,NA,664,4,1,31
2011-09-26,"Conv","Interior","Conv","WC",345,2.4,NA,571,2,1,32
2011-09-26,"CMD","Interior","1CMD","Pr",345,11.1,NA,690,1,0,33
2011-09-26,"MD","Interior","1MD","Ca",345,11.3,NA,509,6,1,34
2011-10-15,"CMD","Interior","2CMD","Fr",344,14.1,NA,496,4,4,35
2011-10-15,"MD","Interior","2MD","Fr",344,14.4,NA,575,16,10,36
2011-10-15,"Conv","Interior","Conv","Fr",345,1.2,NA,667,5,5,37
2011-09-26,"Conv","Interior","Conv","WC",345,1.3,NA,595,1,1,38
2011-09-26,"CMD","Interior","1CMD","Pr",345,12.2,NA,672,1,0,39
2011-09-26,"MD","Interior","1MD","Ca",345,12.3,NA,648,3,1,40
2011-10-15,"CMD","Interior","2CMD","Fr",344,13.2,NA,528,1,1,41
2011-10-15,"MD","Interior","2MD","Fr",344,13.3,NA,520,1,1,42
2011-10-15,"CMD","Interior","2CMD","Fr",344,24.2,NA,591,2,2,43
2011-10-15,"MD","Interior","2MD","Fr",344,24.3,NA,631,26,18,44
2011-09-26,"CMD","Interior","1CMD","Pr",345,12.1,NA,691,2,0,47
2011-09-26,"MD","Interior","1MD","Ca",345,12.4,NA,613,0,0,48
2011-10-15,"CMD","Interior","2CMD","Fr",344,13.1,NA,449,4,4,49
2011-10-15,"MD","Interior","2MD","Ca",344,13.4,NA,545,2,2,50
2011-10-15,"CMD","Interior","2CMD","Fr",344,24.1,NA,651,3,1,51
2011-10-15,"MD","Interior","2MD","Fr",344,24.4,NA,649,2,2,52
2011-10-15,"CMD","Interior","1CMD","Fr",346,25.1,NA,502,24,21,53
2011-10-15,"MD","Interior","1MD","Fr",346,25.4,NA,595,114,86,54
2011-10-15,"CMD","Interior","1CMD","Fr",346,30.2,NA,644,4,2,55
2011-10-15,"MD","Interior","1MD","Fr",346,30.3,NA,534,0,0,56
2011-10-15,"CMD","Interior","1CMD","Fr",346,30.1,NA,682,0,0,57
2011-10-15,"MD","Interior","1MD","Fr",346,30.4,NA,512,1,0,58
2011-09-26,"CMD","Edge","1CMD","WC",345,11.1,NA,679,2,0,59
2011-09-26,"CMD","Edge","1CMD","WC",345,12.2,NA,683,1,1,60
2011-10-15,"Conv","Edge","Conv","Mo",345,2.1,NA,433,0,0,1
2011-10-15,"Conv","Edge","Conv","Mo",345,1.2,NA,506,3,1,2
2011-10-15,"Conv","Edge","Conv","Mo",345,1.2,NA,495,10,4,3
2011-10-15,"MD","Edge","1MD","Mo",345,12.4,NA,509,0,0,7
2011-09-26,"CMD","Edge","2CMD","Bu",344,13.1,NA,571,4,4,8
2011-09-26,"MD","Edge","2MD","Ca",344,13.4,NA,569,3,2,9
2011-10-15,"CMD","Edge","2CMD","Mo",344,24.1,NA,467,3,1,10
2011-10-15,"MD","Edge","2MD","Mo",344,24.4,NA,434,6,0,11
2011-10-15,"CMD","Edge","1CMD","Ru",346,30.2,NA,358,0,0,12
2011-10-15,"CMD","Edge","1CMD","Mo",346,30.1,NA,500,3,1,13
2011-10-15,"CMD","Edge","1CMD","Mo",346,30.1,NA,426,9,8,14
2011-10-15,"MD","Edge","1MD","Mo",346,30.4,NA,317,1,1,15
2011-10-15,"MD","Edge","1MD","Mo",346,30.4,NA,351,5,2,16
2011-10-15,"MD","Edge","1MD","Mo",346,30.3,NA,408,4,1,17
2011-10-15,"MD","Edge","1MD","Mo",346,25.4,NA,340,50,13,18
2011-10-15,"MD","Edge","1MD","Mo",346,25.4,NA,329,42,26,19
2011-09-26,"CMD","Edge","1CMD","Bu",346,25.1,NA,660,5,0,20
2011-10-15,"MD","Edge","2MD","Mo",344,24.3,NA,423,12,5,21
2011-10-15,"CMD","Edge","2CMD","Mo",344,24.2,NA,396,19,11,22
2011-09-26,"MD","Edge","2MD","Ca",344,14.4,NA,579,7,7,23
2011-09-26,"CMD","Edge","2CMD","Bu",344,14.1,NA,618,2,0,24
2011-10-15,"MD","Edge","1MD","Mo",345,11.3,NA,497,65,28,25
2011-10-15,"CMD","Edge","1CMD","Mo",345,11.2,NA,395,9,7,26
2011-10-15,"Conv","Edge","Conv","Mo",345,2.3,NA,442,27,16,27
2011-10-15,"Conv","Edge","Conv","Mo",345,2.2,NA,436,19,10,28
2011-10-15,"Conv","Interior","Conv","Mo",345,2.2,NA,401,15,9,29
2011-10-15,"Conv","Interior","Conv","Mo",345,2.3,NA,373,2,2,30
2011-10-15,"Conv","Interior","Conv","Mo",345,2.1,NA,412,1,1,31
2011-10-15,"Conv","Interior","Conv","Mo",345,2.4,NA,419,3,0,32
2011-10-15,"CMD","Interior","1CMD","Mo",345,11.1,NA,384,8,5,33
2011-10-15,"MD","Interior","1MD","Mo",345,11.3,NA,431,33,13,34
2011-09-26,"CMD","Interior","2CMD","Bu",344,14.1,NA,709,2,1,35
2011-09-26,"MD","Interior","2MD","Ca",344,14.4,NA,661,2,2,36
2011-10-15,"Conv","Interior","Conv","Mo",345,1.2,NA,428,8,2,37
2011-10-15,"Conv","Interior","Conv","Mo",345,1.3,NA,412,3,1,38
2011-10-15,"CMD","Interior","1CMD","Mo",345,12.2,NA,484,5,0,39
2011-10-15,"MD","Interior","1MD","Mo",345,12.3,NA,475,3,0,40
2011-09-26,"CMD","Interior","2CMD","Bu",344,13.2,NA,634,2,1,41
2011-09-26,"MD","Interior","2MD","Ca",344,13.3,NA,520,9,1,42
2011-10-15,"CMD","Interior","2CMD","Mo",344,24.2,NA,495,7,2,43
2011-10-15,"MD","Interior","2MD","Mo",344,24.3,NA,452,20,6,44
2011-10-15,"CMD","Interior","1CMD","Mo",345,12.1,NA,431,3,3,47
2011-10-15,"MD","Interior","1MD","Mo",345,12.4,NA,460,6,3,48
2011-09-26,"CMD","Interior","2CMD","Bu",344,13.1,NA,664,1,0,49
2011-09-26,"MD","Interior","2MD","Ca",344,13.4,NA,632,3,3,50
2011-10-15,"CMD","Interior","2CMD","Mo",344,24.1,NA,430,1,0,51
2011-10-15,"MD","Interior","2MD","Mo",344,24.4,NA,482,10,4,52
2011-09-26,"CMD","Interior","1CMD","Bu",346,25.1,NA,695,2,2,53
2011-10-15,"MD","Interior","1MD","Mo",346,25.4,NA,347,64,3,54
2011-10-15,"CMD","Interior","1CMD","Ru",346,30.2,NA,476,1,0,55
2011-10-15,"MD","Interior","1MD","Mo",346,30.3,NA,341,0,0,56
2011-09-26,"CMD","Interior","1CMD","WC",346,30.1,NA,631,0,0,57
2011-10-15,"MD","Interior","1MD","Mo",346,30.4,NA,300,4,1,58
2011-10-15,"CMD","Edge","1CMD","Mo",345,11.1,NA,485,1,1,59
2011-10-15,"CMD","Edge","1CMD","Mo",345,12.2,NA,483,1,1,60
2011-09-26,"CMD","Edge","1CMD","Bu",346,30.2,NA,580,0,0,12
2011-09-26,"CMD","Interior","1CMD","Bu",346,30.2,NA,649,0,0,55
2012-08-21,"Conv","Edge","Conv","NP",345,2.1,NA,474,14,6,1
2012-08-21,"Conv","Edge","Conv","NP",345,1.2,NA,452,60,7,2
2012-08-21,"Conv","Edge","Conv","NP",345,1.2,NA,407,1,0,3
2012-08-23,"CMD","Edge","100%C","NP",345,12.4,NA,436,5,5,7
2012-08-23,"MD","Edge","50%MD","NP",344,13.1,NA,453,8,4,8
2012-08-25,"CMD","Edge","50%C","NP",344,13.4,NA,643,18,9,9
2012-08-25,"MD","Edge","50%MD","NP",344,24.1,NA,544,68,25,10
2012-08-25,"CMD","Edge","50%C","NP",344,24.4,NA,553,16,7,11
2012-08-25,"MD","Edge","100%MD","NP",346,30.1,NA,569,22,13,13
2012-08-23,"MD","Edge","100%MD","NP",346,30.1,NA,527,16,13,14
2012-08-25,"CMD","Edge","100%C","NP",346,30.4,NA,507,10,10,15
2012-08-25,"CMD","Edge","100%C","NP",346,30.4,NA,509,19,13,16
2012-08-25,"CMD","Edge","100%C","NP",346,30.3,NA,575,15,6,17
2012-08-25,"CMD","Edge","100%C","NP",346,25.4,NA,583,26,21,18
2012-08-25,"CMD","Edge","100%C","NP",346,25.4,NA,619,52,47,19
2012-08-25,"CMD","Edge","50%C","NP",344,24.3,NA,593,21,16,21
2012-08-25,"MD","Edge","50%MD","NP",344,24.2,NA,591,22,18,22
2012-08-23,"CMD","Edge","50%C","NP",344,14.4,NA,518,15,9,23
2012-08-23,"MD","Edge","50%MD","NP",344,14.1,NA,475,32,31,24
2012-08-23,"CMD","Edge","100%C","NP",345,11.3,NA,446,16,8,25
2012-08-22,"MD","Edge","100%MD","NP",345,11.2,NA,664,34,23,26
2012-08-22,"Conv","Edge","Conv","NP",345,2.3,NA,541,17,13,27
2012-08-21,"Conv","Edge","Conv","NP",345,2.2,NA,480,7,5,28
2012-08-21,"Conv","Interior","Conv","NP",345,2.2,NA,440,7,6,29
2012-08-22,"Conv","Interior","Conv","NP",345,2.3,NA,653,9,7,30
2012-08-21,"Conv","Interior","Conv","NP",345,2.1,NA,433,5,2,31
2012-08-23,"Conv","Interior","Conv","NP",345,2.4,NA,572,9,1,32
2012-08-22,"MD","Interior","100%MD","NP",345,11.1,NA,825,24,16,33
2012-08-23,"CMD","Interior","100%C","NP",345,11.3,NA,458,8,7,34
2012-08-23,"MD","Interior","50%MD","NP",344,14.1,NA,466,15,6,35
2012-08-25,"CMD","Interior","50%C","NP",344,14.4,NA,617,9,7,36
2012-08-21,"Conv","Interior","Conv","NP",345,1.2,NA,440,14,9,37
2012-08-22,"Conv","Interior","Conv","NP",345,1.3,NA,548,8,2,38
2012-08-22,"MD","Interior","100%MD","NP",345,12.2,NA,646,18,13,39
2012-08-23,"CMD","Interior","100%C","NP",345,12.3,NA,470,5,1,40
2012-08-23,"MD","Interior","50%MD","NP",344,13.2,NA,455,15,5,41
2012-08-25,"CMD","Interior","50%C","NP",344,13.3,NA,513,11,6,42
2012-08-25,"MD","Interior","50%MD","NP",344,24.2,NA,600,23,21,43
2012-08-25,"CMD","Interior","50%C","NP",344,24.3,NA,612,15,14,44
2012-08-22,"MD","Interior","100%MD","NP",345,12.1,NA,606,16,13,47
2012-08-23,"CMD","Interior","100%C","NP",345,12.4,NA,458,25,6,48
2012-08-23,"MD","Interior","50%MD","NP",344,13.1,NA,501,4,2,49
2012-08-25,"CMD","Interior","50%C","NP",344,13.4,NA,611,8,8,50
2012-08-25,"MD","Interior","50%MD","NP",344,24.1,NA,601,18,10,51
2012-08-25,"CMD","Interior","50%C","NP",344,24.4,NA,622,10,7,52
2012-08-25,"CMD","Interior","100%C","NP",346,25.4,NA,530,13,12,54
2012-08-25,"CMD","Interior","100%C","NP",346,30.3,NA,544,9,7,56
2012-08-25,"MD","Interior","100%MD","NP",346,30.1,NA,487,17,12,57
2012-08-25,"CMD","Interior","100%C","NP",346,30.4,NA,496,8,6,58
2012-08-22,"MD","Edge","100%MD","NP",345,11.1,NA,577,19,2,59
2012-08-22,"MD","Edge","100%MD","NP",345,12.2,NA,673,7,3,60
2012-10-06,"Conv","Edge","Conv","Fr",345,2.1,NA,321,5,3,1
2012-10-06,"Conv","Edge","Conv","Fr",345,1.2,NA,328,14,13,2
2012-10-06,"Conv","Edge","Conv","Fr",345,1.2,NA,345,36,27,3
2012-09-05,"CMD","Edge","100%C","Ca",345,12.4,NA,311,4,3,7
NA,"MD","Edge","50%MD","Fr",344,13.1,NA,NA,NA,NA,8
2012-09-05,"CMD","Edge","50%C","Ca",344,13.4,NA,252,28,6,9
2012-10-06,"MD","Edge","50%MD","Fr",344,24.1,NA,315,25,18,10
2012-10-06,"CMD","Edge","50%C","Fr",344,24.4,NA,298,9,8,11
2012-10-06,"MD","Edge","100%MD","Fr",346,30.2,NA,335,27,2,12
2012-09-05,"MD","Edge","100%MD","WC",346,30.1,NA,334,6,3,13
2012-09-05,"MD","Edge","100%MD","WC",346,30.1,NA,332,15,10,14
2012-10-06,"CMD","Edge","100%C","Fr",346,30.4,NA,345,41,15,15
2012-10-06,"CMD","Edge","100%C","Fr",346,30.4,NA,360,15,12,16
2012-10-06,"CMD","Edge","100%C","Fr",346,30.3,NA,310,9,5,17
2012-10-06,"CMD","Edge","100%C","Fr",346,25.4,NA,338,55,38,18
2012-10-06,"CMD","Edge","100%C","Fr",346,25.4,NA,334,28,15,19
2012-10-06,"MD","Edge","100%MD","Fr",346,25.1,NA,327,96,93,20
2012-10-06,"CMD","Edge","50%C","Fr",344,24.3,NA,343,62,35,21
2012-10-06,"MD","Edge","50%MD","Fr",344,24.2,NA,328,69,49,22
2012-09-05,"CMD","Edge","50%C","Ca",344,14.4,NA,305,25,15,23
NA,"MD","Edge","50%MD","Fr",344,14.1,NA,NA,NA,NA,24
2012-09-05,"CMD","Edge","100%C","Ca",345,11.3,NA,301,17,5,25
2012-09-05,"MD","Edge","100%MD","Pr",345,11.2,NA,346,22,10,26
2012-09-07,"Conv","Edge","Conv","WC",345,2.3,NA,278,14,2,27
2012-10-06,"Conv","Edge","Conv","Fr",345,2.2,NA,310,16,13,28
2012-10-06,"Conv","Interior","Conv","Fr",345,2.2,NA,334,21,9,29
2012-09-07,"Conv","Interior","Conv","WC",345,2.3,NA,309,2,2,30
2012-10-06,"Conv","Interior","Conv","Fr",345,2.1,NA,303,6,6,31
2012-09-07,"Conv","Interior","Conv","WC",345,2.4,NA,283,1,1,32
2012-09-05,"MD","Interior","100%MD","Pr",345,11.1,NA,326,27,3,33
2012-09-05,"CMD","Interior","100%C","Ca",345,11.3,NA,309,9,6,34
NA,"MD","Interior","50%MD","Fr",344,14.1,NA,NA,NA,NA,35
2012-09-05,"CMD","Interior","50%C","Ca",344,14.4,NA,326,14,6,36
2012-10-06,"Conv","Interior","Conv","Fr",345,1.2,NA,307,34,33,37
2012-09-07,"Conv","Interior","Conv","WC",345,1.3,NA,285,13,5,38
2012-09-05,"MD","Interior","100%MD","Pr",345,12.2,NA,260,20,8,39
2012-09-05,"CMD","Interior","100%C","Ca",345,12.3,NA,324,3,1,40
NA,"MD","Interior","50%MD","Fr",344,13.2,NA,NA,NA,NA,41
2012-09-05,"CMD","Interior","50%C","Ca",344,13.3,NA,289,1,0,42
2012-10-06,"MD","Interior","50%MD","Fr",344,24.2,NA,332,57,26,43
2012-10-06,"CMD","Interior","50%C","Fr",344,24.3,NA,322,31,27,44
2012-09-05,"MD","Interior","100%MD","Pr",345,12.1,NA,260,46,25,47
2012-09-05,"CMD","Interior","100%C","Ca",345,12.4,NA,296,0,0,48
NA,"MD","Interior","50%MD","Fr",344,13.1,NA,NA,NA,NA,49
2012-09-05,"CMD","Interior","50%C","Ca",344,13.4,NA,298,0,0,50
2012-10-06,"MD","Interior","50%MD","Fr",344,24.1,NA,307,36,23,51
2012-10-06,"CMD","Interior","50%C","Fr",344,24.4,NA,311,5,3,52
2012-10-06,"MD","Interior","100%MD","Fr",346,25.1,NA,300,7,1,53
2012-10-06,"CMD","Interior","100%C","Fr",346,25.4,NA,294,28,25,54
2012-10-06,"MD","Interior","100%MD","Fr",346,30.2,NA,315,3,2,55
2012-10-06,"CMD","Interior","100%C","Fr",346,30.3,NA,305,4,4,56
2012-09-05,"MD","Interior","100%MD","WC",346,30.1,NA,335,17,6,57
2012-10-06,"CMD","Interior","100%C","Fr",346,30.4,NA,390,4,4,58
